path	kind	origin_url	head_branch	default_branch	dirty_tracked	untracked	porcelain_before	porcelain_after	size_mb	first_commit_date	last_commit_date	commit_count	newest_file_mtime	readme_title	funnel_rule	funnel_rule_strict	dup_group	fetch	head_in_default	dotgit_birth	status_err	dirty_class
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/lenta-mat-blok-i-dvizhok-dokumenta	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	0	0	0	0	191.7	2026-08-06T04:08	2026-09-06T04:09	3064	2026-09-06T04:15	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-06T02:53		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/limit-kak-limit	worktree	https://github.com/d1-d57/disciplina.git	zahod/limit-kak-limit	main	0	1	1	1	287.0	2026-08-06T04:08	2026-09-23T21:18	6768	2026-09-23T21:30	disciplina	R3-park	R3-park		ok	no	2026-09-23T17:55		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/mandat-atomarnaya-zapis-i-lint	worktree	https://github.com/d1-d57/disciplina.git	zahod/mandat-atomarnaya-zapis-i-lint	main	0	0	0	0	262.0	2026-08-06T04:08	2026-09-17T12:47	4383	2026-09-17T12:39	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-17T12:06		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/mandat-proizvoditsya-konvejerom-a-ne-pamyatyu	worktree	https://github.com/d1-d57/disciplina.git	zahod/mandat-proizvoditsya-konvejerom-a-ne-pamyatyu	main	0	0	0	0	187.3	2026-08-06T04:08	2026-09-04T15:19	2908	2026-09-04T15:27	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-04T14:38		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/mandat-slovar-statusov	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	1	0	1	1	201.3	2026-08-06T04:08	2026-09-13T17:23	3696	2026-09-13T17:31	disciplina	R10-wt-residue	R3-park		ok	yes	2026-09-13T01:48		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/mandat-tolko-po-sobrannomu-sostavu	worktree	https://github.com/d1-d57/disciplina.git	zahod/mandat-tolko-po-sobrannomu-sostavu	main	0	1	1	1	226.8	2026-08-06T04:08	2026-09-23T13:17	6014	2026-09-23T13:24	disciplina	R3-park	R3-park		ok	yes	2026-09-23T11:02		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/mashinnye-polya	worktree	https://github.com/d1-d57/disciplina.git	zahod/mashinnye-polya	main	0	0	0	0	213.8	2026-08-06T04:08	2026-09-20T20:13	4748	2026-09-20T20:13	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-20T16:37		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/mest-zanyato-v-stroke-kruga	worktree	https://github.com/d1-d57/disciplina.git	zahod/mest-zanyato-v-stroke-kruga	main	0	1	1	1	226.9	2026-08-06T04:08	2026-09-23T11:49	6014	2026-09-23T11:54	disciplina	R3-park	R3-park		ok	yes	2026-09-23T11:01		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/metka-dostavki-ot-kornya	worktree	https://github.com/d1-d57/disciplina.git	zahod/metka-dostavki-ot-kornya	main	0	1	1	1	222.3	2026-08-06T04:08	2026-09-23T02:05	5565	2026-09-23T02:07	disciplina	R3-park	R3-park		ok	yes	2026-09-23T01:00		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/minuty-kruga	worktree	https://github.com/d1-d57/disciplina.git	zahod/minuty-kruga	main	0	1	1	1	214.4	2026-08-06T04:08	2026-09-20T18:56	4796	2026-09-20T18:59	disciplina	R3-park	R3-park		ok	yes	2026-09-20T18:08		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/monotonnost-zakona	worktree	https://github.com/d1-d57/disciplina.git	zahod/monotonnost-zakona	main	1	1	2	2	216.7	2026-08-06T04:08	2026-09-21T01:59	4977	2026-09-21T02:00	disciplina	R3-park	R3-park		ok	yes	2026-09-20T23:44		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/mutaciya-zakona-zakrytiya	worktree	https://github.com/d1-d57/disciplina.git	zahod/mutaciya-zakona-zakrytiya	main	0	1	1	1	238.9	2026-08-06T04:08	2026-09-24T00:56	7358	2026-09-24T01:02	disciplina	R3-park	R3-park		ok	no	2026-09-24T00:30		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/nadzor-volny-iz-cowork	worktree	https://github.com/d1-d57/disciplina.git	zahod/nadzor-volny-iz-cowork	main	0	1	1	1	225.5	2026-08-06T04:08	2026-09-23T11:00	5985	2026-09-23T11:07	disciplina	R3-park	R3-park		ok	yes	2026-09-23T10:41		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/opis-komponentov	worktree	https://github.com/d1-d57/disciplina.git	zahod/opis-komponentov	main	0	1	1	1	229.5	2026-08-06T04:08	2026-09-23T13:10	6150	2026-09-23T13:14	disciplina	R3-park	R3-park		ok	yes	2026-09-23T12:47		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/opisaniya-i-yazyk	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	0	1	1	1	110.6	2026-08-06T04:08	2026-08-24T21:56	560	2026-08-24T23:54	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-24T23:19		scratch-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/ostatok-generatora	worktree	https://github.com/d1-d57/disciplina.git	zahod/ostatok-generatora	main	0	1	1	1	113.8	2026-08-06T04:08	2026-08-25T23:28	656	2026-08-26T01:37	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-25T12:03		scratch-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/otsechki-vo-vseh-domah-pokrytie-po-korpusu	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	0	0	0	0	190.7	2026-08-06T04:08	2026-09-06T04:38	3068	2026-09-06T04:38	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-06T02:58		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pechat-imeni-ne-vyzov	worktree	https://github.com/d1-d57/disciplina.git	zahod/pechat-imeni-ne-vyzov	main	0	0	0	0	221.6	2026-08-06T04:08	2026-09-23T00:00	5504	2026-09-23T00:06	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-23T00:06		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/peredacha-golovy-odnoj-komandoj	worktree	https://github.com/d1-d57/disciplina.git	zahod/peredacha-golovy-odnoj-komandoj	main	1	1	2	2	223.1	2026-08-06T04:08	2026-09-23T02:25	5658	2026-09-23T02:28	disciplina	R3-park	R3-park		ok	yes	2026-09-23T02:07		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/peredacha-ne-stiraet-ruchnoe	worktree	https://github.com/d1-d57/disciplina.git	zahod/peredacha-ne-stiraet-ruchnoe	main	0	1	1	1	233.7	2026-08-06T04:08	2026-09-23T17:21	6637	2026-09-23T17:34	disciplina	R3-park	R3-park		ok	no	2026-09-23T16:54		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/peresud-k-zhivoj-forme	worktree	https://github.com/d1-d57/disciplina.git	zahod/peresud-k-zhivoj-forme	main	0	0	0	0	219.5	2026-08-06T04:08	2026-09-21T15:27	5305	2026-09-21T15:20	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-21T13:50		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/perevod-korpusa-1	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	1	0	1	1	159.3	2026-08-06T04:08	2026-09-02T16:16	2076	2026-09-02T16:20	disciplina	R3-park	R3-park		ok	yes	2026-09-02T07:01		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/perevod-korpusa-3	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	3	0	3	3	159.6	2026-08-06T04:08	2026-09-02T16:41	2071	2026-09-02T16:46	disciplina	R3-park	R3-park		ok	yes	2026-09-02T07:03		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/perevod-workflow-obzor	worktree	https://github.com/d1-d57/disciplina.git	zahod/perevod-workflow-obzor	main	1	0	1	1	144.2	2026-08-06T04:08	2026-08-30T19:31	1439	2026-08-30T21:31	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-30T21:18		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/perimetr-gejtov-skilly	worktree	https://github.com/d1-d57/disciplina.git	zahod/perimetr-gejtov-skilly	main	0	1	1	1	226.8	2026-08-06T04:08	2026-09-23T12:30	6016	2026-09-23T12:50	disciplina	R3-park	R3-park		ok	yes	2026-09-23T11:05		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/plagin-md-hook-matcher	worktree	https://github.com/d1-d57/disciplina.git	zahod/plagin-md-hook-matcher	main	0	1	1	1	236.9	2026-08-06T04:08	2026-09-23T22:10	7118	2026-09-23T22:12	disciplina	R3-park	R3-park		ok	no	2026-09-23T21:26		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pochta-dver	worktree	https://github.com/d1-d57/disciplina.git	zahod/pochta-dver	main	0	1	1	1	238.6	2026-08-06T04:08	2026-09-23T23:50	7304	2026-09-23T23:58	disciplina	R3-park	R3-park		ok	no	2026-09-23T23:33		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/podmetanie-dvazhdy-za-volnu	worktree	https://github.com/d1-d57/disciplina.git	zahod/podmetanie-dvazhdy-za-volnu	main	0	0	0	0	217.4	2026-08-06T04:08	2026-09-21T03:28	5077	2026-09-21T03:31	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-20T23:46		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/podmetanie-raz-na-volnu	worktree	https://github.com/d1-d57/disciplina.git	zahod/podmetanie-raz-na-volnu	main	0	0	0	0	221.8	2026-08-06T04:08	2026-09-21T15:39	5293	2026-09-21T15:36	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-21T13:51		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/podyom-iz-osnovnogo-dereva	worktree	https://github.com/d1-d57/disciplina.git	zahod/podyom-iz-osnovnogo-dereva	main	1	0	1	1	236.7	2026-08-06T04:08	2026-09-24T05:44	7024	2026-09-24T05:44	disciplina	R3-park	R3-park		ok	no	2026-09-23T20:36		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pokrytie-chtenie-i-klassifikaciya	worktree	https://github.com/d1-d57/disciplina.git	zahod/pokrytie-chtenie-i-klassifikaciya	main	0	0	0	0	209.7	2026-08-06T04:08	2026-09-17T12:05	4377	2026-09-17T12:06	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-17T12:06		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pokrytie-geyt-i-schyotchik	worktree	https://github.com/d1-d57/disciplina.git	zahod/pokrytie-geyt-i-schyotchik	main	0	0	0	0	262.0	2026-08-06T04:08	2026-09-17T12:32	4380	2026-09-17T12:32	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-17T12:06		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pole-zakryt-u-uroka	worktree	https://github.com/d1-d57/disciplina.git	zahod/pole-zakryt-u-uroka	main	1	0	1	1	218.5	2026-08-06T04:08	2026-09-21T14:51	5243	2026-09-21T14:55	disciplina	R3-park	R3-park		ok	yes	2026-09-21T13:50		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/potok-3-skilly	worktree	https://github.com/d1-d57/disciplina.git	zahod/potok-3-skilly	main	0	2	2	2	151.3	2026-08-06T04:08	2026-08-31T21:19	1704	2026-08-31T23:41	disciplina	R3-park	R3-park		ok	yes	2026-08-31T23:16		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/potok-4-vynos	worktree	https://github.com/d1-d57/disciplina.git	zahod/potok-4-vynos	main	1	0	1	1	154.1	2026-08-06T04:08	2026-08-31T23:05	1819	2026-09-01T01:05	disciplina	R3-park	R3-park		ok	yes	2026-08-31T23:16		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/potok-zapuska-i-cena	worktree	https://github.com/d1-d57/disciplina.git	zahod/potok-zapuska-i-cena	main	0	0	0	0	270.8	2026-08-06T04:08	2026-09-21T14:25	5245	2026-09-21T14:25	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-21T13:49		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/potolok-iz-mandata	worktree	https://github.com/d1-d57/disciplina.git	zahod/potolok-iz-mandata	main	0	1	1	1	222.3	2026-08-06T04:08	2026-09-23T01:35	5564	2026-09-23T01:36	disciplina	R3-park	R3-park		ok	no	2026-09-23T00:59		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pozitsiya-lyogkaya	worktree	https://github.com/d1-d57/disciplina.git	zahod/pozitsiya-lyogkaya	main	0	1	1	1	237.0	2026-08-06T04:08	2026-09-23T21:51	7121	2026-09-23T21:54	disciplina	R3-park	R3-park		ok	no	2026-09-23T21:30		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pre-commit-obhod-dveryu	worktree	https://github.com/d1-d57/disciplina.git	zahod/pre-commit-obhod-dveryu	main	0	1	1	1	233.2	2026-08-06T04:08	2026-09-23T17:03	6578	2026-09-23T17:07	disciplina	R3-park	R3-park		ok	no	2026-09-23T16:29		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pre-commit-odin-diff	worktree	https://github.com/d1-d57/disciplina.git	zahod/pre-commit-odin-diff	main	0	1	1	1	237.0	2026-08-06T04:08	2026-09-23T22:33	7118	2026-09-23T22:34	disciplina	R3-park	R3-park		ok	no	2026-09-23T21:26		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/predlozhenie-yadra-skilla	worktree	https://github.com/d1-d57/disciplina.git	zahod/predlozhenie-yadra-skilla	main	0	1	1	1	226.9	2026-08-06T04:08	2026-09-23T14:49	6026	2026-09-23T15:00	disciplina	R3-park	R3-park		ok	yes	2026-09-23T11:02		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/prichina-otkaza-besplatnyh-i-ohvat-gejta	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	0	0	0	0	256.0	2026-08-06T04:08	2026-09-13T21:50	3933	2026-09-13T21:50	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-13T21:11		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/privyazka-golovy-k-huku	worktree	https://github.com/d1-d57/disciplina.git	zahod/privyazka-golovy-k-huku	main	1	0	1	1	196.3	2026-08-06T04:08	2026-09-06T16:25	3392	2026-09-06T16:33	disciplina	R10-wt-residue	R3-park		ok	yes	2026-09-06T15:57		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/priyomka-cherez-priyomshchika	worktree	https://github.com/d1-d57/disciplina.git	zahod/priyomka-cherez-priyomshchika	main	0	1	1	1	286.7	2026-08-06T04:08	2026-09-23T17:36	6688	2026-09-23T17:41	disciplina	R3-park	R3-park		ok	no	2026-09-23T11:02		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/priyomka-trebuet-gejt-sborki	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	1	0	1	1	255.5	2026-08-06T04:08	2026-09-13T19:50	3858	2026-09-13T19:58	disciplina	R10-wt-residue	R3-park		ok	yes	2026-09-13T01:49		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/priyomka-volny-5	worktree	https://github.com/d1-d57/disciplina.git	zahod/priyomka-volny-5	main	0	1	1	1	122.0	2026-08-06T04:08	2026-08-26T12:11	748	2026-08-26T14:09	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-26T13:05		scratch-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/priyomshchik-kak-rol	worktree	https://github.com/d1-d57/disciplina.git	zahod/priyomshchik-kak-rol	main	0	1	1	1	216.6	2026-08-06T04:08	2026-09-21T01:06	4946	2026-09-21T01:08	disciplina	R3-park	R3-park		ok	yes	2026-09-20T23:44		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/produkt-a-ne-dvizhenie	worktree	https://github.com/d1-d57/disciplina.git	zahod/produkt-a-ne-dvizhenie	main	0	0	0	0	219.4	2026-08-06T04:08	2026-09-21T15:22	5294	2026-09-21T15:22	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-21T13:51		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/puls-statusline	worktree	https://github.com/d1-d57/disciplina.git	zahod/puls-statusline	main	0	1	1	1	234.6	2026-08-06T04:08	2026-09-23T18:08	6761	2026-09-23T19:41	disciplina	R3-park	R3-park		ok	no	2026-09-23T17:55		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/puskovaya-tablica-komandoj	worktree	https://github.com/d1-d57/disciplina.git	zahod/puskovaya-tablica-komandoj	main	0	1	1	1	216.6	2026-08-06T04:08	2026-09-21T01:23	4945	2026-09-21T01:26	disciplina	R3-park	R3-park		ok	yes	2026-09-20T23:45		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/pustoj-pul-sobytie	worktree	https://github.com/d1-d57/disciplina.git	zahod/pustoj-pul-sobytie	main	0	1	1	1	270.4	2026-08-06T04:08	2026-09-21T08:55	5207	2026-09-21T09:03	disciplina	R3-park	R3-park		ok	yes	2026-09-20T23:46		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/puti-generator-i-linter	worktree	https://github.com/d1-d57/disciplina.git	zahod/puti-generator-i-linter	main	0	1	1	1	279.2	2026-08-06T04:08	2026-09-23T14:24	6016	2026-09-23T14:32	disciplina	R3-park	R3-park		ok	yes	2026-09-23T11:05		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/puti-otnositelno-worktree	worktree	https://github.com/d1-d57/disciplina.git	zahod/puti-otnositelno-worktree	main	0	0	0	0	261.8	2026-08-06T04:08	2026-09-17T11:38	4352	2026-09-17T11:45	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-17T10:29		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/razmetka-urokov-orkestratora	worktree	https://github.com/d1-d57/disciplina.git	zahod/razmetka-urokov-orkestratora	main	0	0	0	0	222.6	2026-08-06T04:08	2026-09-23T01:51	5631	2026-09-23T01:52	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-23T01:52		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/razrez-plan-lekcii-2	worktree	https://github.com/d1-d57/disciplina.git	zahod/razrez-plan-lekcii-2	main	1	0	1	1	124.6	2026-08-06T04:08	2026-08-27T02:19	885	2026-08-27T04:18	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-27T04:05		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/razrez-slajdy	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	0	1	1	1	111.5	2026-08-06T04:08	2026-08-25T01:56	590	2026-08-25T03:54	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-25T02:32		scratch-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/reestr-zdorovya-kanalov	worktree	https://github.com/d1-d57/disciplina.git	zahod/reestr-zdorovya-kanalov	main	0	0	0	0	210.7	2026-08-06T04:08	2026-09-20T08:26	4612	2026-09-20T09:05	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-20T09:05		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/reestr-zhivosti-chto-meryaet	worktree	https://github.com/d1-d57/disciplina.git	zahod/reestr-zhivosti-chto-meryaet	main	0	1	1	1	268.9	2026-08-06T04:08	2026-09-21T03:36	4945	2026-09-21T03:37	disciplina	R3-park	R3-park		ok	yes	2026-09-20T23:45		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/registraciya-pri-puske	worktree	https://github.com/d1-d57/disciplina.git	zahod/registraciya-pri-puske	main	0	1	1	1	264.8	2026-08-06T04:08	2026-09-20T18:52	4737	2026-09-20T18:53	disciplina	R3-park	R3-park		ok	yes	2026-09-20T16:14		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/reviziya-metki-chernyj-kvadrat	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	0	0	0	0	190.7	2026-08-06T04:08	2026-09-06T04:20	3064	2026-09-06T04:20	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-06T02:53		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/rezolver-fajl-v-skille	worktree	https://github.com/d1-d57/disciplina.git	zahod/rezolver-fajl-v-skille	main	0	1	1	1	222.3	2026-08-06T04:08	2026-09-23T01:14	5564	2026-09-23T01:16	disciplina	R3-park	R3-park		ok	yes	2026-09-23T00:58		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/rol-subagenta-kontrakt	worktree	https://github.com/d1-d57/disciplina.git	zahod/rol-subagenta-kontrakt	main	1	0	1	1	267.6	2026-08-06T04:08	2026-09-21T00:51	4914	2026-09-21T02:14	disciplina	R3-park	R3-park		ok	no	2026-09-20T23:42		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/roli-i-dver-brifa	worktree	https://github.com/d1-d57/disciplina.git	zahod/roli-i-dver-brifa	main	1	0	1	1	209.4	2026-08-06T04:08	2026-09-17T11:01	4350	2026-09-17T11:00	disciplina	R3-park	R3-park		ok	no	2026-09-17T10:43		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/roli-po-kontraktu-i-kommiter	worktree	https://github.com/d1-d57/disciplina.git	zahod/roli-po-kontraktu-i-kommiter	main	0	1	1	1	268.9	2026-08-06T04:08	2026-09-21T05:17	4946	2026-09-21T05:18	disciplina	R3-park	R3-park		ok	yes	2026-09-20T23:47		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/rychagi-illustracii-matematika-2	worktree	https://github.com/d1-d57/disciplina.git	zahod/rychagi-illustracii-matematika-2	main	1	0	1	1	124.8	2026-08-06T04:08	2026-08-27T02:38	887	2026-08-27T04:44	disciplina	R3-park	R3-park		ok	yes	2026-08-27T04:07		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sborka-s4-s7	worktree	https://github.com/d1-d57/disciplina.git	zahod/sborka-s4-s7	main	0	1	1	1	262.0	2026-08-06T04:08	2026-09-17T19:33	4383	2026-09-17T19:37	disciplina	R3-park	R3-park		ok	yes	2026-09-17T12:06		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sborshchik-chetyre-roli	worktree	https://github.com/d1-d57/disciplina.git	zahod/sborshchik-chetyre-roli	main	0	1	1	1	226.9	2026-08-06T04:08	2026-09-23T13:37	6021	2026-09-23T13:41	disciplina	R3-park	R3-park		ok	yes	2026-09-23T11:02		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sborshchik-i-vedushchij-porog-ostanovki-razvilki	worktree	https://github.com/d1-d57/disciplina.git	zahod/sborshchik-i-vedushchij-porog-ostanovki-razvilki	main	0	0	0	0	185.4	2026-08-06T04:08	2026-09-04T01:47	2808	2026-09-04T01:44	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-04T01:11		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/schet-rychagov-i-rol-hod	worktree	https://github.com/d1-d57/disciplina.git	zahod/schet-rychagov-i-rol-hod	main	0	0	0	0	222.6	2026-08-06T04:08	2026-09-23T01:53	5634	2026-09-23T02:18	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-23T02:18		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/schetchik-bez-rychaga	worktree	https://github.com/d1-d57/disciplina.git	zahod/schetchik-bez-rychaga	main	0	1	1	1	213.7	2026-08-06T04:08	2026-09-20T18:03	4749	2026-09-20T18:06	disciplina	R3-park	R3-park		ok	yes	2026-09-20T16:37		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sdk-pilot	worktree	https://github.com/d1-d57/disciplina.git	zahod/sdk-pilot	main	0	1	1	1	234.8	2026-08-06T04:08	2026-09-23T18:43	6765	2026-09-23T19:43	disciplina	R3-park	R3-park		ok	no	2026-09-23T17:55		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/skill-dajdzhest-dovodka	worktree	https://github.com/d1-d57/disciplina.git	zahod/skill-dajdzhest-dovodka	main	0	1	1	1	113.8	2026-08-06T04:08	2026-08-26T02:39	660	2026-08-26T04:39	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-25T12:04		scratch-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/skill-reserch-dovodka	worktree	https://github.com/d1-d57/disciplina.git	zahod/skill-reserch-dovodka	main	0	1	1	1	113.7	2026-08-06T04:08	2026-08-26T02:43	660	2026-08-26T04:43	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-25T12:04		scratch-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sklejka	worktree	https://github.com/d1-d57/disciplina.git	zahod/sklejka-sajta-i-vhoda	main	0	0	0	0	197.6	2026-08-06T04:08	2026-09-07T00:52	3457	2026-09-07T00:52	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-06T20:07		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/skvoznoj-progon	worktree	https://github.com/d1-d57/disciplina.git	zahod/skvoznoj-progon	main	0	1	1	1	118.5	2026-08-06T04:08	2026-08-25T23:48	657	2026-08-26T01:48	disciplina	R10-wt-residue	R3-park		ok	yes	2026-08-25T12:03		scratch-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/slabye-mesta	worktree	https://github.com/d1-d57/disciplina.git	zahod/slabye-mesta	main	0	1	1	1	228.0	2026-08-06T04:08	2026-09-23T13:41	6148	2026-09-23T13:47	disciplina	R3-park	R3-park		ok	yes	2026-09-23T12:47		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/slim-preambula-zahoda	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	1	0	1	1	214.8	2026-08-06T04:08	2026-09-13T13:36	3721	2026-09-13T13:58	disciplina	R10-wt-residue	R3-park		ok	yes	2026-09-13T13:21		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/snimok-dolga-nazyvaet-ref	worktree	https://github.com/d1-d57/disciplina.git	(detached)	main	1	0	1	1	201.5	2026-08-06T04:08	2026-09-13T18:26	3698	2026-09-13T18:30	disciplina	R10-wt-residue	R3-park		ok	yes	2026-09-13T01:49		generated-only
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/snimok-nazyvaet-avtora-2	worktree	https://github.com/d1-d57/disciplina.git	zahod/snimok-nazyvaet-avtora-2	main	0	0	0	0	268.6	2026-08-06T04:08	2026-09-21T16:13	5329	2026-09-21T16:09	disciplina	R9-wt-done	R1-ok		ok	yes	2026-09-21T13:52		
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/snimok-nazyvaet-avtora	worktree	https://github.com/d1-d57/disciplina.git	zahod/snimok-nazyvaet-avtora	main	3	0	3	3	217.4	2026-08-06T04:08	2026-09-21T09:08	5078	2026-09-21T09:11	disciplina	R3-park	R3-park		ok	no	2026-09-20T23:46		work
/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sostav-mnozhestva-i-mandat	worktree	https://github.com/d1-d57/disciplina.git	zahod/sostav-mnozhestva-i-mandat	main	0	1	1	1	222.3	2026-08-06T04:08	2026-09-23T01:26	5565	2026-09-23T01:28	disciplina	R3-park	R3-park		ok	yes	2026-09-23T00:59		work
