repo_path	branch	has_upstream	ahead	behind	in_default	last_commit_date	checked_out_in
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/roli-i-dver-brifa	yes	0	0	no	2026-09-17T11:01	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/roli-i-dver-brifa
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/roli-po-kontraktu-i-kommiter	yes	0	0	yes	2026-09-21T05:17	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/roli-po-kontraktu-i-kommiter
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/rychagi-illustracii-matematika-2	yes	0	0	yes	2026-08-27T02:38	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/rychagi-illustracii-matematika-2
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sborka-s4-s7	no	n/a	n/a	yes	2026-09-17T19:33	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sborka-s4-s7
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sborshchik-chetyre-roli	yes	0	0	yes	2026-09-23T13:37	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sborshchik-chetyre-roli
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sborshchik-i-vedushchij-porog-ostanovki-razvilki	yes	0	0	yes	2026-09-04T01:47	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sborshchik-i-vedushchij-porog-ostanovki-razvilki
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/schet-rychagov-i-rol-hod	no	n/a	n/a	yes	2026-09-23T01:53	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/schet-rychagov-i-rol-hod
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/schetchik-bez-rychaga	yes	0	0	yes	2026-09-20T18:03	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/schetchik-bez-rychaga
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sdk-pilot	yes	0	0	no	2026-09-23T18:43	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sdk-pilot
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/skill-dajdzhest-dovodka	yes	0	0	yes	2026-08-26T02:39	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/skill-dajdzhest-dovodka
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/skill-reserch-dovodka	yes	0	0	yes	2026-08-26T02:43	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/skill-reserch-dovodka
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sklejka-sajta-i-vhoda	yes	0	0	yes	2026-09-07T00:52	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sklejka
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/skvoznoj-progon	yes	0	0	yes	2026-08-25T23:48	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/skvoznoj-progon
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/slabye-mesta	yes	0	0	yes	2026-09-23T13:41	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/slabye-mesta
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/snimok-nazyvaet-avtora	yes	0	0	no	2026-09-21T09:08	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/snimok-nazyvaet-avtora
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/snimok-nazyvaet-avtora-2	yes	0	0	yes	2026-09-21T16:13	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/snimok-nazyvaet-avtora-2
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sostav-mnozhestva-i-mandat	no	n/a	n/a	yes	2026-09-23T01:26	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sostav-mnozhestva-i-mandat
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sostav-zhurnal-i-prichiny-po-id	no	n/a	n/a	yes	2026-09-17T17:22	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sostav-zhurnal-i-prichiny-po-id
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sostav-zona-chuzhoj-volny	no	n/a	n/a	yes	2026-09-23T11:52	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sostav-zona-chuzhoj-volny
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sovet-pri-sborke-zahoda	yes	0	0	yes	2026-09-21T05:21	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sovet-pri-sborke-zahoda
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/srok-voskresheniya-parametrom	yes	0	0	yes	2026-09-21T16:39	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/srok-voskresheniya-parametrom
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/stroka-kruga-polya	no	n/a	n/a	no	2026-09-23T17:26	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/stroka-kruga-polya
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sudit-urok	yes	0	0	yes	2026-09-20T17:42	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sudit-urok
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sudya-ne-perepisyvaet-cheloveka	no	n/a	n/a	no	2026-09-17T19:12	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sudya-ne-perepisyvaet-cheloveka
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/svedenie-uzlov-1	yes	0	0	yes	2026-09-23T13:36	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/svedenie-uzlov-1
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/svedenie-uzlov-2	no	n/a	n/a	yes	2026-09-23T14:07	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/svedenie-uzlov-2
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/svedenie-uzlov-3	yes	0	0	yes	2026-09-23T14:55	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/svedenie-uzlov-3
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/svedenie-uzlov-4	no	n/a	n/a	no	2026-09-24T02:59	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/svedenie-uzlov-4
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/sverka-otchyota-s-diskom	yes	0	0	yes	2026-09-21T04:50	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/sverka-otchyota-s-diskom
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/svyaz-cepi	yes	0	0	yes	2026-09-20T20:44	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/svyaz-cepi
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/svyaz-cepi-reestr	yes	0	0	yes	2026-09-21T00:47	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/svyaz-cepi-reestr
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/tekst-zadachi-u-kazhdoj-temy	yes	0	0	yes	2026-09-21T14:38	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/tekst-zadachi-u-kazhdoj-temy
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/tip-i-dom-mashinoj	yes	0	0	yes	2026-09-21T02:38	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/tip-i-dom-mashinoj
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/tipologiya-urokov	yes	0	0	yes	2026-09-20T16:38	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/tipologiya-urokov
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/tyazhelaya-po-odnoj	no	n/a	n/a	no	2026-09-23T20:33	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/tyazhelaya-po-odnoj
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f0-mandat	no	n/a	n/a	no	2026-09-24T01:04	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f0-mandat
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f0-sborka	no	n/a	n/a	yes	2026-09-23T04:24	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f0-sborka
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f0-sostav	no	n/a	n/a	yes	2026-09-23T03:35	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f0-sostav
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f0-sostav-2	no	n/a	n/a	no	2026-09-23T20:44	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f0-sostav-2
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f0-zahod	yes	0	0	yes	2026-09-23T05:42	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f0-zahod
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f0-zahod-2	yes	0	0	no	2026-09-23T23:03	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f0-zahod-2
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f2-worktree	no	n/a	n/a	yes	2026-09-23T06:46	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f2-worktree
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f2-zadanie	yes	0	0	yes	2026-09-23T13:44	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f2-zadanie
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f3-gigiena	yes	0	0	yes	2026-09-23T09:50	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f3-gigiena
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f3-kruglinia	no	n/a	n/a	yes	2026-09-23T07:22	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f3-kruglinia
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f3-processy	yes	0	0	yes	2026-09-23T12:12	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f3-processy
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f4-vyzhimka	yes	0	0	no	2026-09-24T03:27	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f4-vyzhimka
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f5-konvejer	no	n/a	n/a	yes	2026-09-23T13:19	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f5-konvejer
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f5-nezakrytoe	no	n/a	n/a	yes	2026-09-23T12:58	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f5-nezakrytoe
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f5-zakon	yes	0	0	yes	2026-09-23T10:40	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f5-zakon
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f5-zakon-2	yes	1	0	no	2026-09-23T17:40	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f5-zakon-2
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f6-dostavka	yes	0	0	yes	2026-09-23T08:11	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f6-dostavka
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f7-hook	yes	0	0	yes	2026-09-23T10:12	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f7-hook
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f7-podklyuchen	yes	0	0	yes	2026-09-23T11:53	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f7-podklyuchen
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f7-registraciya	no	n/a	n/a	yes	2026-09-23T09:01	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f7-registraciya
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f7-registraciya-2	no	n/a	n/a	no	2026-09-23T21:17	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f7-registraciya-2
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f7-sessiya	yes	0	0	yes	2026-09-23T08:36	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f7-sessiya
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f7-sessiya-2	yes	0	0	no	2026-09-24T01:47	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f7-sessiya-2
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-f7-stend	yes	0	0	no	2026-09-23T20:35	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-f7-stend
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-fa-pesochnica	yes	0	0	yes	2026-09-23T12:13	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-fa-pesochnica
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-fa-razvedka	yes	0	0	yes	2026-09-23T09:23	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-fa-razvedka
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/uzel-fa-roli	yes	0	0	no	2026-09-24T01:09	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/uzel-fa-roli
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/ves-bez-obhoda-istorii	no	n/a	n/a	no	2026-09-23T21:56	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/ves-bez-obhoda-istorii
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/vyhod-s-ozhidaniem	no	n/a	n/a	yes	2026-09-23T01:50	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/vyhod-s-ozhidaniem
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/vyvoz-311-kommitov	yes	0	0	yes	2026-09-21T13:57	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/vyvoz-311-kommitov
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/vyvoz-bez-chuzhoj-istorii	no	n/a	n/a	no	2026-09-23T18:28	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/vyvoz-bez-chuzhoj-istorii
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/vyvoz-i-nadgrobiya	no	n/a	n/a	yes	2026-09-22T23:14	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/vyvoz-i-nadgrobiya
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/workflow-lekcia	yes	0	0	yes	2026-08-26T02:40	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/workflow-lekcia
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/yashchik-golovy	no	n/a	n/a	no	2026-09-23T18:19	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/yashchik-golovy
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zadanie-subagentu-bez-protivorechij	yes	0	0	no	2026-09-23T20:13	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zadanie-subagentu-bez-protivorechij
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zakon-fixture-starye-lovushki	yes	0	0	yes	2026-09-21T06:16	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zakon-fixture-starye-lovushki
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zakon-nahodki	yes	0	0	yes	2026-09-23T15:22	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zakon-nahodki
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zakon-zakrytiya-ohvat-i-uslovie-g	no	n/a	n/a	yes	2026-09-17T17:33	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zakon-zakrytiya-ohvat-i-uslovie-g
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zakon-zakrytiya-perepisan-i-sudit-sebya	no	n/a	n/a	yes	2026-09-06T22:02	
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zakon-zakrytiya-stend	yes	0	0	yes	2026-09-23T13:52	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zakon-zakrytiya-stend
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zakon-zakrytiya-volna-14-orkestrator-ne-lomaetsya	yes	0	0	yes	2026-09-06T23:51	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zakon-zakrytiya-volna-14
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zakon-zakrytiya-volna-8-zakrytie-zony	yes	0	0	no	2026-09-24T04:01	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zakon-zakrytiya-volna-8-zakrytie-zony
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zamer-mashiny	no	n/a	n/a	no	2026-09-23T20:02	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zamer-mashiny
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zhdat-do-karantina	yes	0	0	yes	2026-09-21T04:42	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zhdat-do-karantina
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zhivost-modeli-dovozit-a-ne-otvechaet	no	n/a	n/a	no	2026-09-06T22:08	
/Users/ivanyakovlev/Documents/GitHub/disciplina	zahod/zhivost-porog-i-posledovatelno	no	n/a	n/a	yes	2026-09-17T12:47	/Users/ivanyakovlev/Documents/GitHub/disciplina-wt/zhivost-porog-i-posledovatelno
/Users/ivanyakovlev/Documents/GitHub/london-avgust-2026	main	no	n/a	n/a	n/a	2026-09-18T00:01	/Users/ivanyakovlev/Documents/GitHub/london-avgust-2026
/Users/ivanyakovlev/Documents/GitHub/london-avgust-2026	pages	no	n/a	n/a	n/a	2026-08-21T23:48	
/Users/ivanyakovlev/Documents/GitHub/london-avgust-2026	zahod/deploy	no	n/a	n/a	n/a	2026-08-22T23:17	
/Users/ivanyakovlev/Documents/GitHub/london-avgust-2026	zahod/planirovshchik	no	n/a	n/a	n/a	2026-08-21T22:38	
/Users/ivanyakovlev/Documents/GitHub/london-avgust-2026	zahod/vkladki	no	n/a	n/a	n/a	2026-08-21T23:31	
/Users/ivanyakovlev/Documents/GitHub/matema-fest	main	yes	0	0	yes	2026-09-17T23:49	/Users/ivanyakovlev/Documents/GitHub/matema-fest
/Users/ivanyakovlev/Documents/GitHub/matemdigest-map	main	yes	0	0	yes	2026-08-17T20:50	
/Users/ivanyakovlev/Documents/GitHub/matemdigest-map	rabota	no	n/a	n/a	no	2026-09-17T23:57	/Users/ivanyakovlev/Documents/GitHub/matemdigest-map
/Users/ivanyakovlev/Documents/GitHub/matemdigest-map	zahod/stil-noch	no	n/a	n/a	no	2026-08-20T03:18	/Users/ivanyakovlev/Documents/GitHub/matemdigest-map-wt/stil-noch
/Users/ivanyakovlev/Documents/GitHub/materials	arka/katalog-kursa	yes	0	0	no	2026-09-19T13:57	
/Users/ivanyakovlev/Documents/GitHub/materials	arka/mat-kostyak	yes	0	0	no	2026-09-24T17:37	/Users/ivanyakovlev/Documents/GitHub/materials
/Users/ivanyakovlev/Documents/GitHub/materials	arka/obzor-funkciya-putey	no	n/a	n/a	no	2026-08-25T01:33	/Users/ivanyakovlev/Documents/GitHub/materials-wt/obzor-funkciya-putey
/Users/ivanyakovlev/Documents/GitHub/materials	main	no	n/a	n/a	yes	2026-09-14T17:22	
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/chistka-hvostov	no	n/a	n/a	no	2026-08-16T16:26	/Users/ivanyakovlev/Documents/GitHub/materials-wt/chistka-hvostov
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/dobivka-dolgov	no	n/a	n/a	no	2026-08-16T05:59	/Users/ivanyakovlev/Documents/GitHub/materials-wt/dobivka-dolgov
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/dovodka-fazy-intervyu	yes	0	0	no	2026-08-05T14:05	
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/dovodka-solvera	yes	0	0	no	2026-08-15T03:55	/Users/ivanyakovlev/Documents/GitHub/materials-wt/dovodka-solvera
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/graf-korpusa	no	n/a	n/a	no	2026-09-19T01:37	
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/kadr-uzor-i-vmeshchenie	no	n/a	n/a	no	2026-08-15T19:13	/Users/ivanyakovlev/Documents/GitHub/materials-wt/kadr-uzor-i-vmeshchenie
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/konsolidaciya-korpusa	no	n/a	n/a	no	2026-09-19T01:16	
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/modeli-arn	yes	0	0	no	2026-08-11T15:55	/Users/ivanyakovlev/Documents/GitHub/materials-wt/modeli
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/obratnyj-progon	yes	0	0	no	2026-08-07T22:46	/Users/ivanyakovlev/Documents/GitHub/materials-wt/obratnyj-progon
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/perepis-diska	yes	1	1	no	2026-09-25T00:14	/Users/ivanyakovlev/Documents/GitHub/materials-wt/perepis-diska
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/polya-i-uzor	yes	0	0	no	2026-08-15T03:54	/Users/ivanyakovlev/Documents/GitHub/materials-wt/polya-i-uzor
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/proba-podnyat-volnu-samotest	no	n/a	n/a	no	2026-09-19T01:17	
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/reserch-russkie-kruzhki	no	n/a	n/a	no	2026-09-14T00:04	/Users/ivanyakovlev/Documents/GitHub/materials-wt/reserch-russkie-kruzhki
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/sajt-cveta-i-setka	yes	0	0	no	2026-09-14T12:17	/Users/ivanyakovlev/Documents/GitHub/materials-wt/sajt-cveta-i-setka
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/sluzhebnye-slajdy	no	n/a	n/a	no	2026-08-15T15:20	/Users/ivanyakovlev/Documents/GitHub/materials-wt/sluzhebnye-slajdy
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/solver-v3-dyhanie	yes	0	0	no	2026-08-07T23:38	/Users/ivanyakovlev/Documents/GitHub/materials-wt/solver-v3-dyhanie
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/uborka-pered-pauzoj	no	n/a	n/a	no	2026-08-15T03:25	
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/vlit-i-uspokoitsya	no	n/a	n/a	no	2026-08-16T13:08	/Users/ivanyakovlev/Documents/GitHub/materials-wt/vlit-i-uspokoitsya
/Users/ivanyakovlev/Documents/GitHub/materials	zahod/vlitie-i-vitrina-kursa	no	n/a	n/a	no	2026-08-16T02:50	/Users/ivanyakovlev/Documents/GitHub/materials-wt/vlitie-i-vitrina-kursa
/Users/ivanyakovlev/Documents/GitHub/materials/carshering/carsharing_archive	master	no	n/a	n/a	n/a	2026-06-25T16:00	/Users/ivanyakovlev/Documents/GitHub/materials/carshering/carsharing_archive
/Users/ivanyakovlev/Documents/GitHub/matproekty-179-stranica	main	yes	0	0	yes	2026-09-18T23:38	/Users/ivanyakovlev/Documents/GitHub/matproekty-179-stranica
/Users/ivanyakovlev/Documents/GitHub/matproekty-179	main	yes	2	0	no	2026-09-20T23:51	
/Users/ivanyakovlev/Documents/GitHub/matproekty-179	zahod/nepodtverzhdennye	yes	0	0	no	2026-09-20T23:51	/Users/ivanyakovlev/Documents/GitHub/matproekty-179
/Users/ivanyakovlev/Documents/GitHub/matproekty-179	zahod/privatnost-monorepo	yes	0	0	yes	2026-09-20T21:34	
/Users/ivanyakovlev/Documents/GitHub/matproekty-179	zahod/svodka-po-rukovoditelyam	yes	0	0	yes	2026-09-20T23:38	
/Users/ivanyakovlev/Documents/GitHub/matproekty-179	zahod/uvedomlenie-shkolnika	yes	0	0	yes	2026-09-20T19:06	
/Users/ivanyakovlev/Documents/GitHub/moskva	main	yes	0	7	yes	2026-09-24T16:09	/Users/ivanyakovlev/Documents/GitHub/moskva
/Users/ivanyakovlev/Documents/GitHub/moskva	zahod/kartochki-koridora	yes	0	0	yes	2026-09-08T20:22	
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	listki-kak-baza-zadach	no	n/a	n/a	yes	2026-09-07T13:43	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/listki-kak-baza-zadach
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	main	yes	0	0	yes	2026-09-24T16:25	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	pravka/admin-svoyo	no	n/a	n/a	yes	2026-09-07T12:51	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/admin-svoyo
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	pravka/kabinet-na-den	no	n/a	n/a	yes	2026-09-07T12:38	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/kabinet-na-den
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	pravka/konduit-shirina	no	n/a	n/a	yes	2026-09-07T11:56	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/konduit-shirina
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	pravka/konduit-vid	no	n/a	n/a	yes	2026-09-07T11:45	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/konduit-vid
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	pravka/lichnoe-v-kartochke	no	n/a	n/a	yes	2026-09-07T12:37	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/lichnoe-v-kartochke
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	pravka/moi-stroki	no	n/a	n/a	yes	2026-09-07T12:56	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/moi-stroki
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	pravka/oblozhka-listok	no	n/a	n/a	yes	2026-09-07T11:30	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/oblozhka-listok
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	sklejka-vhoda-s-serverom	no	n/a	n/a	yes	2026-09-03T23:56	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/sklejka-vhoda-s-serverom
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	veb-priyom-zadach	no	n/a	n/a	yes	2026-09-07T15:21	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/veb-priyom-zadach
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	veb-raspredelenie-mvp	no	n/a	n/a	yes	2026-09-03T23:19	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/veb-raspredelenie-mvp
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	veb-vhod-i-obshchee-sostoyanie	no	n/a	n/a	yes	2026-09-03T23:32	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/veb-vhod-i-obshchee-sostoyanie
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	volna-b-server	no	n/a	n/a	no	2026-09-23T06:41	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/volna-b-server
/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot	volna17-bekapy	no	n/a	n/a	yes	2026-09-21T21:12	/Users/ivanyakovlev/Documents/GitHub/spetsmat-bot-wt/bekapy
